fault_node,node,ua,ua_angle,ub,ub_angle,uc,uc_angle,ia,ia_angle,ib,ib_angle,ic,ic_angle
26,3,6244.7785,-0.1137,6708.6247,-2.1022,6693.7786,2.1035,4.5514,1.4216,4.4522,-1.3844,0.79,-1.1438
26,4,6200.7413,-0.1281,6721.12,-2.1029,6691.9168,2.1054,14.1829,2.2702,36.984,-1.2634,32.121,1.84
26,5,6120.9761,-0.1523,6697.8949,-2.1078,6732.0292,2.1048,54.924,-0.7213,64.3871,1.9492,53.5041,-1.3209
26,6,6164.0868,-0.1358,6701.9175,-2.1049,6713.1239,2.1039,4.9872,3.0286,5.5151,1.8985,6.8678,1.5171
26,7,6214.7265,-0.1184,6713.9312,-2.1038,6700.9342,2.105,23.2258,2.2294,31.0894,-1.2421,23.1239,1.8797
26,8,6219.3853,-0.118,6708.6816,-2.1041,6704.9354,2.1044,4.1083,-1.2893,2.5498,-0.96,2.4423,2.0891
26,9,6223.9819,-0.1146,6705.9498,-2.1043,6707.5319,2.1041,2.2712,2.4527,1.9672,-0.8406,3.6769,2.1459
26,10,6229.9987,-0.1115,6701.581,-2.105,6713.893,2.1039,3.5527,1.6508,1.7701,-1.584,3.3633,-1.0693
26,11,6238.0514,-0.109,6696.5256,-2.1049,6715.7945,2.1032,7.6209,2.5239,2.8076,-0.8142,2.1558,1.9587
26,12,6228.8685,-0.1119,6695.5842,-2.1053,6718.3643,2.1033,4.1962,1.7725,2.3905,1.7432,5.7593,-1.3975
26,13,6224.7288,-0.116,6697.979,-2.1045,6712.9287,2.1032,4.1624,-1.2858,2.0963,1.8631,1.2324,1.5898
26,14,6215.7033,-0.1199,6702.7995,-2.1044,6709.6324,2.1038,6.7601,-0.9407,1.7518,2.1475,1.3523,1.8691
26,15,6205.5164,-0.1226,6702.9971,-2.1047,6711.393,2.104,1.6075,0.8607,0.6267,2.1198,3.4801,-1.1432
26,16,6194.8938,-0.1256,6703.6239,-2.1047,6711.001,2.104,10.4019,2.2823,6.7019,-1.3702,6.4432,1.7544
26,17,6185.5595,-0.1315,6695.0114,-2.1055,6719.7321,2.1033,0.2682,2.0548,0.5411,1.8642,0.1538,-0.8462
26,18,6403.0175,-0.0652,6636.2227,-2.1044,6742.1265,2.0951,6.2756,2.1476,36.4068,1.7011,31.6921,-1.4248
26,19,6364.2064,-0.0853,6675.7726,-2.1032,6715.9756,2.0997,59.8099,-0.566,36.1051,-1.6782,32.734,1.6794
26,20,6277.5295,-0.0999,6693.5463,-2.1042,6713.2819,2.1025,37.0045,2.5688,6.2156,-0.5624,4.5144,-1.1763
26,21,6257.2612,-0.1049,6690.1802,-2.1047,6717.7389,2.1023,7.7678,-0.7874,9.6365,1.9972,5.4239,-1.2007
26,22,6288.8054,-0.0983,6676.0759,-2.101,6702.8896,2.0987,18.3014,2.158,11.3779,-1.4432,6.1657,1.6085
26,23,6235.5888,-0.1169,6647.214,-2.1024,6724.9323,2.0956,6.9566,-2.1831,32.3508,1.785,9.2553,-1.2228
26,24,6195.0124,-0.1339,6653.9922,-2.1042,6732.5658,2.0974,29.1112,-0.9117,48.0646,1.9315,35.7139,-1.2928
26,25,6049.508,-0.1726,6720.437,-2.1088,6727.4359,2.1082,78.1466,2.1146,83.0538,-1.1868,25.8158,1.9318
26,26,5970.5986,-0.2108,6672.6492,-2.1085,6748.171,2.1018,109.608,1.8862,61.8111,1.8864,27.5978,-1.2553
26,27,6033.8794,-0.1804,6704.6487,-2.1085,6733.2094,2.106,50.7129,2.0216,36.0518,-1.2319,4.0767,-0.9918
26,28,6147.0903,-0.1513,6689.3981,-2.1043,6715.8153,2.102,14.1087,-0.7499,43.2549,-1.2604,39.3305,1.9279
26,29,6152.4021,-0.148,6689.3605,-2.1041,6714.4256,2.1019,1.7799,-1.8658,3.0483,1.879,2.792,1.7863
26,30,6157.6789,-0.144,6691.9131,-2.1044,6715.0882,2.1024,8.2252,2.5739,5.4256,-1.0782,8.1428,2.3155
26,31,6167.0917,-0.1407,6690.1524,-2.1053,6721.2267,2.1026,0.4009,1.4929,0.8397,-0.9454,0.1973,1.0953
26,32,6177.1765,-0.1371,6687.6957,-2.1062,6727.7232,2.1027,9.2698,-0.5363,8.3359,1.9216,14.1591,-1.0975
27,0,6666.9076,-0.0006,6668.3956,-2.0944,6668.3956,2.0944,312.487,-0.8482,179.1416,2.2934,181.679,-0.8482
27,1,6444.4368,-0.0483,6795.933,-2.0831,6539.0517,2.1054,55.1635,-2.2288,28.2294,0.7144,74.3862,2.4978
27,2,6318.7212,-0.083,6882.9925,-2.0781,6465.8934,2.1144,63.9669,2.9299,78.6348,-0.766,102.9518,2.1906
27,3,6250.8035,-0.1011,6911.9264,-2.0798,6461.5216,2.1191,19.8821,2.4075,23.6672,-1.1247,20.7577,1.8504
27,4,6191.7658,-0.119,6918.5609,-2.0834,6480.2747,2.1219,27.4087,1.8154,3.2982,-1.3261,21.0617,-1.3254
27,5,6155.2186,-0.1447,6922.3375,-2.0826,6473.1591,2.122,29.9706,-0.8038,35.8037,2.1133,23.6561,-1.0245
27,6,6197.5501,-0.134,6897.3654,-2.082,6481.8115,2.1183,21.0505,-1.056,18.0702,2.0377,2.5656,1.6752
27,7,6242.8632,-0.1183,6877.6476,-2.0833,6499.3616,2.1163,11.8092,-0.6012,6.3932,2.3253,9.7523,-1.1167
27,8,6229.5962,-0.1217,6881.2052,-2.084,6501.8635,2.1172,3.0377,-0.9351,4.8053,1.9299,3.1452,-1.3245
27,9,6231.9761,-0.1191,6877.1427,-2.0841,6504.6788,2.1167,1.8144,2.2397,2.1363,1.6819,1.5233,-1.4501
27,10,6234.9903,-0.1179,6876.3457,-2.0841,6505.1921,2.1166,0.6543,-0.7854,5.5552,-1.2173,4.7337,1.9274
27,11,6238.1593,-0.1151,6869.232,-2.0845,6511.0435,2.1159,4.8846,1.7324,21.152,1.9722,24.0056,-1.1864
27,12,6233.1337,-0.1187,6880.8432,-2.0837,6500.3598,2.117,2.7421,2.6452,18.1642,-1.1684,18.0771,1.9508
27,13,6227.3432,-0.1213,6881.2132,-2.0839,6501.3583,2.1171,1.9831,-1.6425,5.7751,1.6351,2.2504,-1.4823
27,14,6215.2647,-0.1266,6890.4169,-2.0844,6499.5777,2.1186,7.3105,0.0469,4.8868,-2.3693,7.3057,-0.961
27,15,6191.7205,-0.1342,6903.4231,-2.0838,6490.1423,2.1201,20.7387,-1.1084,34.6277,2.0357,8.6821,-1.1083
27,16,6164.3722,-0.142,6931.6324,-2.0843,6478.9726,2.1241,8.8701,0.5883,42.3174,-1.1381,28.3724,2.0932
27,17,6126.2433,-0.1468,6937.7578,-2.0859,6485.8852,2.1258,33.904,2.4629,12.6051,1.4363,18.1277,-1.1829
27,18,6393.4855,-0.0553,6813.2079,-2.085,6541.251,2.1086,82.3068,2.2775,18.1993,-0.54,30.4628,-1.3065
27,19,6341.0149,-0.0782,6843.5344,-2.0831,6515.3027,2.1117,2.5472,2.1556,12.2775,-1.3354,13.9793,1.7947
27,20,6280.4206,-0.1037,6864.9031,-2.0826,6501.3718,2.1143,5.647,-1.6087,4.0212,-1.2071,13.7514,1.7855
27,21,6260.3892,-0.1092,6863.7508,-2.0837,6508.7427,2.1147,2.8568,-0.8885,4.623,1.8766,3.1934,-1.3698
27,22,6275.2804,-0.097,6899.2517,-2.0788,6461.6968,2.1169,16.8369,2.1302,5.4856,-0.9431,4.8923,1.8437
27,23,6205.3219,-0.1246,6926.279,-2.0804,6458.0564,2.1214,6.5744,1.647,10.7711,-1.4447,7.5006,1.7093
27,24,6120.9058,-0.1598,6948.8034,-2.0829,6462.4338,2.1257,20.8333,-1.2588,2.3366,-1.7059,20.9744,1.7585
27,25,6107.6703,-0.1604,6953.5753,-2.0822,6455.8615,2.126,37.5435,2.3633,61.0048,-1.0682,45.0315,2.0265
27,26,5994.1355,-0.2036,6970.6576,-2.0848,6463.6396,2.1297,38.9466,2.113,25.3158,-1.3833,28.4287,1.6145
27,27,5937.2923,-0.2419,6949.5116,-2.0913,6513.4395,2.1301,85.8666,1.6914,29.1905,1.6887,46.9709,-1.4672
27,28,6002.8202,-0.1964,6970.1114,-2.0899,6494.8135,2.1322,64.1806,1.7808,44.6717,-1.3962,10.8253,-1.3498
27,29,6033.0642,-0.1837,6951.865,-2.0885,6495.0237,2.129,5.8337,-1.7414,18.4238,1.7993,3.7394,-1.2575
27,30,6057.781,-0.1743,6959.0177,-2.0882,6489.8343,2.1298,2.8934,0.3389,17.1744,-1.3718,6.6532,1.8117
27,31,6077.3355,-0.1637,6945.1956,-2.0877,6493.3134,2.1277,7.0614,2.2162,16.1926,1.7561,12.5396,-1.3133
27,32,6113.9398,-0.1543,6951.2475,-2.0858,6478.7646,2.1276,7.1385,-0.9524,22.7906,-1.3889,19.3939,1.7946
4,0,6667.0959,-0.0006,6668.3956,-2.0944,6668.3956,2.0944,206.8738,-1.0922,34.5765,2.0494,67.0878,-1.0922
4,1,6447.8791,-0.0616,6705.0351,-2.0853,6597.305,2.0945,58.0941,-1.6196,41.1108,1.8819,68.0134,2.0284
4,2,6267.1575,-0.1078,6772.2789,-2.0892,6586.6062,2.1054,33.1059,2.4885,67.6317,1.7582,44.1084,-1.3016
4,3,6143.2976,-0.153,6868.542,-2.0915,6552.8936,2.1193,27.2254,1.6614,122.7979,-1.2761,77.3631,1.8842
4,4,6005.5391,-0.1929,6856.445,-2.0979,6597.2224,2.1209,221.983,1.9645,9.975,-0.9861,51.9804,-1.2013
4,5,6117.8173,-0.1668,6834.7056,-2.0936,6582.0956,2.1159,23.4782,-0.531,45.0881,-1.3983,37.4526,1.8843
4,6,6160.695,-0.1491,6791.6978,-2.0932,6600.532,2.11,1.0109,-1.9359,26.6469,1.8124,17.6222,-1.3213
4,7,6219.8294,-0.129,6757.1431,-2.0918,6609.3992,2.1047,11.1436,-0.9608,37.0524,1.8765,25.1403,-1.336
4,8,6229.1753,-0.1261,6763.0659,-2.0916,6604.9419,2.1054,4.1281,1.6116,3.899,-1.2232,2.3335,-1.3083
4,9,6238.4543,-0.1239,6761.4936,-2.091,6602.3672,2.1049,4.4137,-1.2518,1.7166,1.8287,2.052,1.8461
4,10,6244.8455,-0.1212,6761.6127,-2.0909,6601.6214,2.1048,1.6269,1.9737,1.5931,-1.3167,0.4969,1.772
4,11,6250.9314,-0.119,6760.2665,-2.0908,6601.5263,2.1046,11.6597,1.9736,10.4162,-1.2278,0.3962,-0.8891
4,12,6245.0241,-0.1209,6758.3844,-2.0912,6605.0557,2.1046,0.6354,-0.0007,3.9766,1.9332,4.5028,-1.2391
4,13,6238.624,-0.1236,6761.0825,-2.0912,6603.4555,2.1049,4.7599,-0.8728,3.0591,2.2154,0.3545,1.5709
4,14,6231.1382,-0.1255,6765.0222,-2.0914,6602.6771,2.1055,3.13,-1.7028,2.3614,-0.6692,5.4804,2.0292
4,15,6225.6452,-0.126,6768.9912,-2.0917,6602.9211,2.1062,6.922,2.0252,3.0379,-0.8781,3.6425,-1.4251
4,16,6222.6185,-0.1273,6773.8887,-2.0914,6598.8724,2.1067,3.2918,-1.0666,2.8199,2.224,0.8,0.801
4,17,6215.7578,-0.1287,6781.8459,-2.0915,6595.4404,2.1078,1.4453,0.8618,4.2477,2.5524,4.0995,-0.8086
4,18,6404.527,-0.0708,6707.9231,-2.0869,6605.1368,2.0957,8.576,1.5252,11.5629,1.9202,21.1879,-1.2665
4,19,6345.1178,-0.0879,6723.7593,-2.0868,6596.4785,2.0978,12.9607,2.655,6.384,1.2832,5.553,2.0052
4,20,6281.7079,-0.1113,6750.2578,-2.0884,6592.3889,2.102,5.6756,-1.6398,13.6513,-1.3976,21.487,1.7104
4,21,6266.0893,-0.1158,6753.7013,-2.0898,6599.2072,2.1032,9.666,-0.9119,7.0793,2.0038,3.0078,-1.6917
4,22,6260.6416,-0.1117,6781.4478,-2.089,6580.8389,2.1065,6.6676,-1.1567,15.4527,-1.2859,18.7336,1.8791
4,23,6245.4678,-0.1165,6787.5407,-2.0898,6582.5589,2.1077,4.1359,0.0419,5.6336,-1.3545,0.6079,2.827
4,24,6217.7093,-0.1238,6792.1629,-2.0908,6585.9549,2.1088,6.1248,2.4996,8.1524,1.8623,6.5199,-1.1497
4,25,6129.6652,-0.1632,6833.6607,-2.0932,6580.4288,2.1155,9.2624,-0.4817,8.1236,-1.5391,1.8658,-2.0717
4,26,6151.0903,-0.1524,6820.9745,-2.0912,6574.5684,2.1128,7.1646,-1.7384,15.0683,1.7513,2.8177,1.5555
4,27,6163.6614,-0.1442,6827.1814,-2.0914,6572.2653,2.1137,18.0805,2.1525,24.403,-1.1232,11.1981,2.0253
4,28,6192.9133,-0.1341,6807.0264,-2.0913,6581.9738,2.1111,6.2354,-0.5463,4.5795,2.6235,3.4099,-0.7138
4,29,6195.3357,-0.1331,6803.4941,-2.0916,6585.1525,2.1107,3.3512,1.8375,0.595,1.5891,3.5742,-1.3638
4,30,6201.986,-0.1325,6800.2734,-2.0912,6584.4365,2.1101,1.3666,-0.9209,1.2586,-1.7263,1.9333,1.7252
4,31,6206.6367,-0.1315,6796.1341,-2.0911,6585.8471,2.1095,1.2752,-2.0138,0.8362,-0.0456,1.5449,2.0611
4,32,6211.8459,-0.1301,6789.7724,-2.0913,6590.2051,2.1087,2.0179,2.6334,6.3609,-0.8026,4.1103,2.3498
11,0,6667.0315,-0.0006,6668.3956,-2.0944,6668.3956,2.0944,373.9107,-1.1318,195.4908,2.0098,48.5003,-1.1318
11,1,6397.1932,-0.0517,6809.4745,-2.1002,6633.3946,2.1158,182.0771,2.099,174.8917,-1.119,32.9294,1.895
11,2,6338.2416,-0.0683,6814.6148,-2.0978,6616.8405,2.1153,18.103,-2.1454,4.3051,1.8637,40.2371,1.9859
11,3,6288.8529,-0.0777,6823.1373,-2.0993,6621.7841,2.1172,36.8919,2.3047,8.6298,-1.0128,3.4524,1.0215
11,4,6239.6883,-0.0976,6827.9234,-2.1018,6634.8137,2.119,6.3843,0.8027,11.9459,-1.3387,5.2177,-1.578
11,5,6195.7538,-0.1153,6815.7687,-2.1019,6640.5767,2.1174,49.555,-0.9026,40.8185,2.0304,7.1462,-1.2012
11,6,6136.401,-0.1288,6835.2222,-2.1032,6639.4744,2.1207,33.0315,2.0778,26.848,-1.0565,7.8323,-1.0506
11,7,6089.1895,-0.1443,6836.1456,-2.1018,6630.9275,2.1201,32.5418,2.6243,45.0935,-1.1385,61.1437,1.8978
11,8,6031.0494,-0.1686,6827.1576,-2.1072,6667.7263,2.1215,6.3829,-0.9402,33.2159,1.7739,25.557,-1.4423
11,9,5992.7578,-0.1876,6840.5102,-2.1088,6670.8577,2.124,22.7334,-0.7565,8.3833,-1.5367,4.2232,2.1564
11,10,5935.373,-0.2028,6844.1239,-2.1103,6678.2123,2.1252,10.9751,-0.4873,34.1,2.1049,24.9441,-1.0774
11,11,5899.4748,-0.214,6865.8597,-2.1102,6667.6313,2.1281,213.2363,2.0645,84.3428,-0.9745,18.6987,2.3784
11,12,5954.9284,-0.2008,6836.8491,-2.1092,6675.2265,2.1238,53.8847,-0.622,45.885,2.2433,21.9511,-1.0782
11,13,5987.2211,-0.1845,6844.4119,-2.1074,6660.755,2.1239,23.4642,2.5793,17.349,-1.0697,22.5493,2.0148
11,14,6019.0917,-0.1742,6836.7428,-2.108,6668.1304,2.1232,19.0233,-0.3496,6.5679,2.4779,16.9688,-1.0689
11,15,6040.3244,-0.165,6850.2633,-2.1077,6659.9334,2.1248,4.4081,1.3443,14.5385,-1.3165,3.055,1.9702
11,16,6067.8692,-0.1523,6842.6175,-2.1065,6656.0027,2.1232,9.1788,1.7444,3.1799,1.75,11.0038,-1.3944
11,17,6086.4682,-0.1474,6841.2793,-2.1049,6646.8758,2.1223,5.3411,-1.4141,7.6841,-1.3881,12.1293,1.7469
11,18,6324.7444,-0.0734,6818.3332,-2.1017,6638.4978,2.1177,24.1122,1.4511,38.4964,-1.2869,0.7656,3.1005
11,19,6213.456,-0.1093,6787.281,-2.1009,6648.5912,2.1132,44.4907,-1.0414,42.8224,1.9167,2.8406,-1.3866
11,20,6106.0005,-0.1365,6801.7828,-2.1028,6652.8634,2.116,25.914,-1.9676,97.6142,1.8749,31.0937,-1.1178
11,21,6015.9973,-0.1646,6854.5068,-2.1067,6651.5243,2.1249,55.2494,1.804,71.1621,-1.3338,12.9854,1.8105
11,22,6325.3608,-0.0736,6814.4959,-2.0986,6621.9779,2.1157,45.5338,-0.5849,0.6529,2.0649,7.5378,3.0497
11,23,6281.05,-0.0787,6814.7891,-2.1003,6631.5269,2.1165,44.0932,2.5,17.8996,1.813,27.2231,-1.098
11,24,6259.2636,-0.0911,6830.5249,-2.0995,6619.7434,2.1183,13.1908,-1.0147,16.2499,-1.3315,20.7229,1.8584
11,25,6198.8512,-0.1137,6818.1741,-2.1019,6639.7651,2.1178,1.2927,0.5097,5.0395,-1.1257,0.7781,-1.7538
11,26,6202.6799,-0.1113,6817.8519,-2.1016,6638.3695,2.1176,2.7115,-1.3617,6.5673,1.8538,2.2209,-1.251
11,27,6207.3853,-0.1073,6826.3978,-2.1013,6632.1338,2.1186,2.2416,2.1373,0.9167,-2.0104,1.1771,1.5331
11,28,6214.0919,-0.1038,6832.9616,-2.1011,6628.0963,2.1194,9.638,2.1598,4.7811,-1.1068,0.4558,-0.7336
11,29,6191.5225,-0.1113,6835.5911,-2.1019,6631.3246,2.1201,3.6247,1.8199,8.8319,-1.32,4.453,1.8219
11,30,6167.7366,-0.119,6828.2225,-2.1029,6640.7213,2.1196,9.2978,-0.8247,6.1577,1.8229,3.897,-1.481
11,31,6144.8638,-0.1247,6828.2606,-2.1034,6643.9559,2.1198,8.0646,2.2093,0.2409,1.871,3.3539,-1.1456
11,32,6115.774,-0.1355,6828.6691,-2.1036,6644.8717,2.12,3.5597,-2.2875,9.4033,1.7481,0.905,1.6552
8,0,6666.9712,-0.0006,6668.3956,-2.0944,6668.3956,2.0944,223.4695,-1.2523,162.9783,1.8893,131.7568,-1.2523
8,1,6504.6696,-0.0576,6786.7636,-2.0881,6572.7032,2.1067,41.9015,2.3515,181.4019,-1.2616,185.0795,1.861
8,2,6431.0571,-0.0757,6786.9729,-2.0907,6588.2447,2.1081,8.8975,-0.4697,30.4904,1.8526,29.1791,-1.33
8,3,6349.1047,-0.0976,6813.5363,-2.0908,6575.8666,2.1117,1.0825,-0.7736,5.2584,1.9259,2.3019,-1.2137
8,4,6275.0446,-0.1184,6843.9893,-2.091,6561.8697,2.1158,3.7049,-1.6345,4.5503,-1.1495,10.6077,1.8958
8,5,6223.1748,-0.1315,6860.2016,-2.0923,6561.763,2.1186,20.1329,2.4759,15.6773,1.4634,7.2095,-1.5845
8,6,6165.2024,-0.1542,6897.138,-2.0935,6551.3075,2.1241,7.6514,1.654,35.331,-1.4262,23.1747,1.721
8,7,6108.1289,-0.1737,6898.4498,-2.096,6566.0928,2.1256,19.7031,-1.2801,21.9748,1.7099,0.8542,-3.0916
8,8,5973.4114,-0.2244,6912.9081,-2.1026,6599.9611,2.1308,153.9505,1.7843,2.6551,-2.4041,52.7351,-1.3243
8,9,6003.8511,-0.2125,6928.2267,-2.1002,6578.1345,2.1317,5.0359,-0.9961,11.203,-1.2075,10.0507,1.97
8,10,6026.2935,-0.1997,6930.6938,-2.0989,6568.6319,2.1313,14.3395,2.566,13.4362,-1.0479,19.4572,2.0132
8,11,6057.2872,-0.1867,6920.7523,-2.0996,6577.8172,2.1304,11.6128,0.5357,17.6687,-1.4524,12.2218,-1.0486
8,12,6047.1915,-0.1921,6915.3545,-2.0992,6577.6909,2.1294,5.8872,-1.159,2.0516,1.9483,3.818,1.9688
8,13,6028.5097,-0.1981,6911.9259,-2.0997,6582.3679,2.1292,5.766,2.2131,0.5611,-2.1325,0.5545,0.2748
8,14,6014.1651,-0.2058,6907.1926,-2.1003,6588.0345,2.1289,11.8418,-1.2193,6.1131,1.8447,1.0177,2.5244
8,15,6035.386,-0.1909,6904.3268,-2.0986,6579.437,2.1277,8.6929,2.0597,11.3706,-1.3214,11.0559,1.7089
8,16,6055.5219,-0.1801,6892.9226,-2.0984,6583.5115,2.126,16.4914,2.7458,20.5208,1.9291,5.8931,-1.2748
8,17,6082.9712,-0.1742,6898.6073,-2.0987,6582.6242,2.1269,10.2568,-0.0058,9.1149,-1.0161,2.5468,-1.3607
8,18,6440.7114,-0.077,6773.4404,-2.091,6596.1773,2.1064,34.7582,-0.8017,75.2264,1.9096,59.6172,-1.2772
8,19,6301.4211,-0.1216,6838.5013,-2.0911,6565.478,2.1151,91.0497,-0.6301,46.5609,2.4826,10.9386,1.5648
8,20,6139.179,-0.1537,6917.6489,-2.0951,6551.914,2.1277,144.3291,2.3493,121.8798,-1.032,47.1654,1.9564
8,21,6087.2954,-0.1722,6905.1632,-2.0982,6576.505,2.1276,2.4154,-2.6867,33.9906,1.8596,19.1206,-1.2399
8,22,6409.5111,-0.0821,6792.8051,-2.0912,6588.088,2.1091,7.791,2.4168,3.789,-1.0717,7.0701,1.6973
8,23,6361.7366,-0.098,6803.4618,-2.0934,6595.9709,2.1116,45.419,-0.6169,34.1637,2.2458,23.0273,-1.1344
8,24,6305.6772,-0.1096,6833.4398,-2.0938,6584.0591,2.1158,8.2644,2.0488,11.1756,2.1786,16.791,-0.9901
8,25,6229.751,-0.13,6858.7651,-2.0924,6563.4055,2.1185,2.833,-0.4841,5.6129,1.9926,4.9209,-1.1263
8,26,6240.5686,-0.1276,6861.5046,-2.0924,6561.7644,2.1188,2.0023,-1.2913,2.2833,-1.2265,4.1371,1.9274
8,27,6252.938,-0.1235,6862.1667,-2.093,6565.2165,2.1192,1.1291,1.644,2.4093,1.8949,3.5697,-1.2179
8,28,6263.5691,-0.1209,6865.238,-2.093,6564.0604,2.1197,31.6982,2.4515,43.6064,-0.9471,26.7689,2.2019
8,29,6233.7741,-0.1319,6877.4464,-2.0927,6556.422,2.1211,4.7063,-1.6865,2.2858,1.5198,6.4728,1.9238
8,30,6196.9732,-0.1441,6892.9175,-2.0937,6554.7497,2.1237,13.4256,-1.2458,7.8902,-1.3008,19.2214,1.8627
8,31,6158.5955,-0.1516,6898.5197,-2.0964,6568.4431,2.1258,14.8209,1.7858,10.2475,-1.2679,7.1244,-1.327
8,32,6129.9826,-0.159,6895.9917,-2.0976,6577.1244,2.1261,3.3958,1.8345,4.7854,1.8996,6.8361,-1.2481
21,0,6667.001,-0.0006,6668.3956,-2.0944,6668.3956,2.0944,118.7523,-1.4666,68.7033,-1.4666,70.0166,1.675
21,1,6491.2295,-0.0694,6566.7042,-2.1036,6772.0308,2.0858,182.2226,-0.7552,141.9796,1.9147,108.2467,-1.2763
21,2,6389.8951,-0.0889,6585.5931,-2.1061,6776.6202,2.0894,31.3372,2.302,6.9816,1.8903,15.4944,-0.9591
21,3,6348.0957,-0.1018,6593.0507,-2.1078,6782.8378,2.0912,6.085,-0.3022,0.9789,3.0341,5.4275,-1.4283
21,4,6295.5869,-0.117,6602.1527,-2.1087,6783.7602,2.0928,7.6684,0.1349,29.6185,2.0594,34.4459,-1.1287
21,5,6261.5993,-0.13,6629.3646,-2.1068,6759.1634,2.0954,16.5004,2.94,32.8818,-1.0438,49.5426,1.9383
21,6,6212.106,-0.1492,6640.6577,-2.1099,6771.613,2.0983,26.5346,-0.3542,8.1917,2.5889,23.3013,-1.2217
21,7,6162.8009,-0.1628,6654.0395,-2.1091,6760.5623,2.0997,27.9002,2.6364,24.1082,-1.1584,33.8441,1.8685
21,8,6130.7877,-0.1717,6663.4257,-2.1117,6771.4718,2.1021,11.1491,1.3309,3.0621,2.927,20.8685,-1.2242
21,9,6113.0256,-0.1783,6669.0693,-2.1112,6766.0847,2.1027,3.7615,2.7857,7.0772,1.6297,1.8027,-1.9347
21,10,6095.5172,-0.1878,6684.7522,-2.1111,6757.958,2.1047,1.5289,0.0591,3.4388,-1.6515,0.6962,0.1485
21,11,6076.0851,-0.1972,6697.0985,-2.1106,6749.0307,2.106,9.1471,-0.2532,9.7626,2.2037,17.027,-1.2126
21,12,6094.5171,-0.1899,6693.5422,-2.1093,6743.1916,2.1049,5.6762,2.246,15.2491,-1.2772,12.8793,1.7801
21,13,6113.3386,-0.182,6679.9269,-2.1089,6747.4021,2.103,8.5428,-2.1485,6.0208,0.9323,15.9976,2.2371
21,14,6130.9115,-0.1736,6666.8941,-2.1108,6764.6211,2.1022,12.2397,-0.6492,13.2903,2.1079,15.1705,-1.0391
21,15,6146.1267,-0.1646,6668.1613,-2.1106,6762.6279,2.1022,14.1077,2.0494,5.0045,-1.262,1.9567,-1.0998
21,16,6164.8519,-0.1595,6665.1863,-2.1099,6760.0943,2.1015,14.4437,-1.0918,5.2783,1.8704,2.1661,2.0182
21,17,6176.8006,-0.1523,6666.5023,-2.1098,6758.7112,2.1016,7.5829,1.6232,6.6712,-1.4426,3.0708,-1.4703
21,18,6421.04,-0.0848,6589.3896,-2.1024,6753.6678,2.0881,29.2965,2.8145,7.6518,1.0385,6.2209,3.067
21,19,6295.9956,-0.1194,6638.5949,-2.1006,6719.13,2.0936,63.6898,2.5425,66.3627,-1.1097,82.7969,1.9131
21,20,6143.89,-0.1729,6630.3265,-2.1103,6779.4848,2.0972,78.5173,-0.745,173.125,1.9819,132.8053,-1.2296
21,21,6036.5066,-0.2137,6718.9103,-2.1096,6732.7669,2.1084,224.9436,2.0117,174.5636,-1.1288,96.894,2.0119
21,22,6374.332,-0.0938,6593.9904,-2.1056,6769.5999,2.0903,13.8772,-0.5985,5.0614,2.7222,3.3969,1.5248
21,23,6340.2713,-0.1013,6610.5236,-2.1053,6760.1531,2.0923,23.0113,2.5588,29.3886,-0.9983,21.5148,2.092
21,24,6301.8853,-0.1117,6602.9382,-2.1066,6770.9079,2.0919,15.1756,-1.4989,34.8381,1.8347,10.9315,-1.2535
21,25,6262.9032,-0.1285,6627.4985,-2.107,6761.4795,2.0953,0.9477,-0.9919,3.5896,1.9557,3.6372,-1.1598
21,26,6264.9577,-0.1259,6626.5783,-2.1073,6763.3543,2.0953,0.5017,1.3225,1.5163,-1.4527,0.5528,-1.0404
21,27,6268.4037,-0.1219,6623.4003,-2.1073,6765.3305,2.0949,5.2356,2.561,1.3095,0.6155,3.8782,2.4982
21,28,6273.7749,-0.1199,6621.7199,-2.1078,6769.064,2.0949,23.1338,1.7459,23.7273,-1.3494,2.9403,-0.415
21,29,6261.8776,-0.1261,6624.595,-2.1081,6768.9986,2.0954,29.8401,-0.9319,25.1481,2.0949,7.5372,-1.0891
21,30,6236.5712,-0.1318,6641.3862,-2.1087,6764.4861,2.0979,21.5294,2.1778,12.8233,-0.9336,4.3917,-1.4463
21,31,6222.7735,-0.1377,6651.5151,-2.1082,6756.897,2.099,12.245,-0.6118,4.8424,-1.7888,6.1615,1.7091
21,32,6201.497,-0.1426,6659.4086,-2.1082,6752.9827,2.1,17.3451,2.6301,7.4783,-0.6831,10.0728,1.9492
29,0,6666.9681,-0.0006,6668.3956,-2.0944,6668.3956,2.0944,236.4407,-1.3973,108.3491,1.7443,10.6793,-1.3973
29,1,6401.5861,-0.0747,6790.0071,-2.1025,6656.4091,2.1143,107.4698,-0.3157,39.3029,3.1385,25.99,-1.0221
29,2,6255.0169,-0.1039,6850.3346,-2.105,6643.5608,2.1236,105.5951,2.5229,26.6542,0.31,10.2844,-1.9063
29,3,6213.4106,-0.1222,6852.9598,-2.1044,6638.5305,2.1236,6.1711,-0.4896,11.7651,-1.2486,4.9671,1.8142
29,4,6184.2888,-0.1314,6844.9616,-2.1039,6639.4941,2.1223,12.2467,-0.5206,7.5276,1.8617,8.4573,-1.0759
